정부,대통령,명칭,이름,임기시작,임기종료,링크
제2공화국,윤보선,문교부 장관,오천석,1960년 8월,1961년 1월,https://ko.wikipedia.org/wiki/%EC%98%A4%EC%B2%9C%EC%84%9D
제2공화국,윤보선,문교부 장관,윤택중,1961년 5월,1961년 5월,https://ko.wikipedia.org/wiki/%EC%9C%A4%ED%83%9D%EC%A4%91
제2공화국,윤보선,부흥부 장관,주요한,1960년 8월,1960년 8월,https://ko.wikipedia.org/wiki/%EC%A3%BC%EC%9A%94%ED%95%9C
제2공화국,윤보선,부흥부 장관,김우평,1960년 9월,1960년 11월,https://ko.wikipedia.org/w/index.php?title=%EA%B9%80%EC%9A%B0%ED%8F%89&action=edit&redlink=1
제2공화국,윤보선,부흥부 장관,태완선,1961년 1월,1961년 1월,https://ko.wikipedia.org/wiki/%ED%83%9C%EC%99%84%EC%84%A0
제2공화국,윤보선,부흥부 장관,주요한,1961년 5월,1961년 5월,https://ko.wikipedia.org/wiki/%EC%A3%BC%EC%9A%94%ED%95%9C
제2공화국,윤보선,농림부 장관,박제환,1960년 8월,1961년 5월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%9C%ED%99%98_
제2공화국,윤보선,상공부 장관,이태용,1960년 8월,1960년 8월,https://ko.wikipedia.org/wiki/%EC%9D%B4%ED%83%9C%EC%9A%A9_
제2공화국,윤보선,상공부 장관,주요한,1960년 9월,1961년 1월,https://ko.wikipedia.org/wiki/%EC%A3%BC%EC%9A%94%ED%95%9C
제2공화국,윤보선,상공부 장관,태완선,1961년 5월,1961년 5월,https://ko.wikipedia.org/wiki/%ED%83%9C%EC%99%84%EC%84%A0
제2공화국,윤보선,보건사회부 장관,신현돈,1960년 8월,1960년 8월,https://ko.wikipedia.org/wiki/%EC%8B%A0%ED%98%84%EB%8F%88
제2공화국,윤보선,보건사회부 장관,나용균,1960년 9월,1960년 11월,https://ko.wikipedia.org/wiki/%EB%82%98%EC%9A%A9%EA%B7%A0
제2공화국,윤보선,보건사회부 장관,김판술,1961년 1월,1961년 5월,https://ko.wikipedia.org/wiki/%EA%B9%80%ED%8C%90%EC%88%A0
제2공화국,윤보선,교통부 장관,정헌주,1960년 8월,1960년 8월,https://ko.wikipedia.org/wiki/%EC%A0%95%ED%97%8C%EC%A3%BC
제2공화국,윤보선,교통부 장관,박해정,1960년 9월,1961년 1월,https://ko.wikipedia.org/wiki/%EB%B0%95%ED%95%B4%EC%A0%95_
제2공화국,윤보선,교통부 장관,박찬현,1961년 5월,1961년 5월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%B0%AC%ED%98%84
제2공화국,윤보선,체신부 장관,이상철,1960년 8월,1960년 8월,https://ko.wikipedia.org/wiki/%EC%9D%B4%EC%83%81%EC%B2%A0_
제2공화국,윤보선,체신부 장관,조한백,1960년 9월,1960년 11월,https://ko.wikipedia.org/wiki/%EC%A1%B0%ED%95%9C%EB%B0%B1
제2공화국,윤보선,체신부 장관,한통숙,1961년 1월,1961년 5월,https://ko.wikipedia.org/wiki/%ED%95%9C%ED%86%B5%EC%88%99
"제3,4공화국",박정희,대통령,박정희,1963년 12월,1978년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90
"제3,4공화국",박정희,대통령,최규하,1979년 12월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%91
"제3,4공화국",박정희,국무총리,최두선,1963년 12월,1963년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%92
"제3,4공화국",박정희,국무총리,정일권,1964년 5월,1970년 3월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%93
"제3,4공화국",박정희,국무총리,백두진,1970년 12월,1970년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%94
"제3,4공화국",박정희,국무총리,김종필,1971년 6월,1975년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%95
"제3,4공화국",박정희,국무총리,최규하,1975년 12월,1978년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%96
"제3,4공화국",박정희,국무총리,신현확,1979년 12월,1979년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%97
"제3,4공화국",박정희,국무총리,박충훈,1980년 5월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%98
"제3,4공화국",박정희,경제기획원 장관,김유택,1963년 12월,1963년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%99
"제3,4공화국",박정희,경제기획원 장관,장기영,1964년 5월,1967년 6월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%100
"제3,4공화국",박정희,경제기획원 장관,박충훈,1967년 10월,1969년 2월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%101
"제3,4공화국",박정희,경제기획원 장관,김학렬,1969년 5월,1971년 11월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%102
"제3,4공화국",박정희,경제기획원 장관,태완선,1972년 1월,1974년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%103
"제3,4공화국",박정희,경제기획원 장관,남덕우,1974년 9월,1977년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%104
"제3,4공화국",박정희,경제기획원 장관,신현확,1978년 12월,1978년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%105
"제3,4공화국",박정희,경제기획원 장관,이한빈,1979년 12월,1979년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%106
"제3,4공화국",박정희,경제기획원 장관,김원기,1980년 5월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%107
"제3,4공화국",박정희,국토통일원 장관,신태환,1969년 2월,1969년 10월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%109
"제3,4공화국",박정희,국토통일원 장관,김영선,1970년 3월,1973년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%110
"제3,4공화국",박정희,국토통일원 장관,김용식,1973년 12월,1974년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%111
"제3,4공화국",박정희,국토통일원 장관,신도성,1974년 9월,1974년 9월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%112
"제3,4공화국",박정희,국토통일원 장관,유상근,1975년 8월,1975년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%113
"제3,4공화국",박정희,국토통일원 장관,이용희,1976년 12월,1978년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%114
"제3,4공화국",박정희,국토통일원 장관,이규호,1979년 12월,1979년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%115
"제3,4공화국",박정희,국토통일원 장관,최완복,1980년 5월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%116
"제3,4공화국",박정희,외무부 장관,정일권,1963년 12월,1963년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%117
"제3,4공화국",박정희,외무부 장관,이동원,1964년 5월,1966년 9월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%118
"제3,4공화국",박정희,외무부 장관,정일권,1966년 12월,1966년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%119
"제3,4공화국",박정희,외무부 장관,최규하,1967년 6월,1970년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%120
"제3,4공화국",박정희,외무부 장관,김용식,1971년 6월,1973년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%121
"제3,4공화국",박정희,외무부 장관,김동조,1973년 12월,1975년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%122
"제3,4공화국",박정희,외무부 장관,박동진,1975년 12월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%123
"제3,4공화국",박정희,내무부 장관,엄민영,1963년 12월,1963년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%124
"제3,4공화국",박정희,내무부 장관,양찬우,1964년 5월,1966년 1월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%125
"제3,4공화국",박정희,내무부 장관,엄민영,1966년 4월,1966년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%126
"제3,4공화국",박정희,내무부 장관,이호,1967년 6월,1968년 2월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%127
"제3,4공화국",박정희,내무부 장관,박경원,1968년 5월,1970년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%128
"제3,4공화국",박정희,내무부 장관,오치성,1971년 6월,1971년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%129
"제3,4공화국",박정희,내무부 장관,김현옥,1971년 10월,1973년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%130
"제3,4공화국",박정희,내무부 장관,홍성철,1973년 12월,1973년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%131
"제3,4공화국",박정희,내무부 장관,박경원,1974년 8월,1975년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%132
"제3,4공화국",박정희,내무부 장관,김치열,1975년 12월,1977년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%133
"제3,4공화국",박정희,내무부 장관,구자춘,1978년 12월,1978년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%134
"제3,4공화국",박정희,내무부 장관,김종환,1979년 12월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%135
"제3,4공화국",박정희,재무부 장관,박동규,1963년 12월,1963년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%136
"제3,4공화국",박정희,재무부 장관,이정환,1964년 5월,1964년 9월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%137
"제3,4공화국",박정희,재무부 장관,홍승희,1964년 12월,1965년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%138
"제3,4공화국",박정희,재무부 장관,서봉균,1965년 11월,1965년 11월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%139
"제3,4공화국",박정희,재무부 장관,김정렴,1966년 1월,1966년 4월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%140
"제3,4공화국",박정희,재무부 장관,김학렬,1966년 9월,1966년 9월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%141
"제3,4공화국",박정희,재무부 장관,서봉균,1966년 12월,1968년 2월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%142
"제3,4공화국",박정희,재무부 장관,황종률,1968년 5월,1969년 5월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%143
"제3,4공화국",박정희,재무부 장관,남덕우,1969년 10월,1974년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%144
"제3,4공화국",박정희,재무부 장관,김용환,1974년 9월,1977년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%145
"제3,4공화국",박정희,재무부 장관,김원기,1978년 12월,1979년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%146
"제3,4공화국",박정희,재무부 장관,이승윤,1980년 5월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%147
"제3,4공화국",박정희,법무부 장관,민복기,1963년 12월,1966년 4월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%148
"제3,4공화국",박정희,법무부 장관,권오병,1966년 9월,1968년 2월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%149
"제3,4공화국",박정희,법무부 장관,이호,1968년 5월,1970년 3월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%150
"제3,4공화국",박정희,법무부 장관,배영호,1970년 12월,1970년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%151
"제3,4공화국",박정희,법무부 장관,신직수,1971년 6월,1973년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%152
"제3,4공화국",박정희,법무부 장관,이봉성,1973년 12월,1974년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%153
"제3,4공화국",박정희,법무부 장관,황산덕,1974년 9월,1975년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%154
"제3,4공화국",박정희,법무부 장관,이선중,1976년 12월,1977년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%155
"제3,4공화국",박정희,법무부 장관,김치열,1978년 12월,1978년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%156
"제3,4공화국",박정희,법무부 장관,백상기,1979년 12월,1979년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%157
"제3,4공화국",박정희,법무부 장관,오탁근,1980년 5월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%158
"제3,4공화국",박정희,국방부 장관,김성은,1963년 12월,1967년 10월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%159
"제3,4공화국",박정희,국방부 장관,최영희,1968년 2월,1968년 5월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%160
"제3,4공화국",박정희,국방부 장관,임충식,1968년 8월,1969년 10월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%161
"제3,4공화국",박정희,국방부 장관,정래혁,1970년 3월,1971년 6월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%162
"제3,4공화국",박정희,국방부 장관,유재흥,1971년 8월,1973년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%163
"제3,4공화국",박정희,국방부 장관,서종철,1973년 12월,1977년 11월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%164
"제3,4공화국",박정희,국방부 장관,노재현,1977년 12월,1978년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%165
"제3,4공화국",박정희,국방부 장관,주영복,1979년 12월,1980년 7월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%166
"제3,4공화국",박정희,문교부 장관,고광만,1963년 12월,1963년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%167
"제3,4공화국",박정희,문교부 장관,윤천주,1964년 5월,1965년 5월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%168
"제3,4공화국",박정희,문교부 장관,권오병,1965년 8월,1966년 4월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%169
"제3,4공화국",박정희,문교부 장관,문홍주,1966년 9월,1968년 2월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%170
"제3,4공화국",박정희,문교부 장관,권오병,1968년 5월,1969년 2월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%171
"제3,4공화국",박정희,문교부 장관,홍종철,1969년 5월,1970년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%172
"제3,4공화국",박정희,문교부 장관,민관식,1971년 6월,1974년 8월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%173
"제3,4공화국",박정희,문교부 장관,유기춘,1974년 9월,1975년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%174
"제3,4공화국",박정희,문교부 장관,황산덕,1976년 12월,1977년 11월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%175
"제3,4공화국",박정희,문교부 장관,박찬현,1977년 12월,1978년 12월,https://ko.wikipedia.org/wiki/%EB%B0%95%EC%A0%95%ED%9D%AC_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%176
