정부,대통령,명칭,이름,임기시작,임기종료,링크
제6공화국,문재인,검찰총장,조남관,2020년 12월 17일,2020년 12월 23일,https://ko.wikipedia.org/wiki/%EB%AC%B8%EC%9E%AC%EC%9D%B8_%EC%A0%95%EB%B6%80#%EB%82%B4%EA%B0%81_%EA%B5%AC%EC%84%B1%EC%9B%90_%EB%AA%85%EB%8B%A87
제6공화국,문재인,검찰총장,윤석열,2020년 12월 24일,2021년 03월 04일,https://ko.wikipedia.org/wiki/%EB%AC%B8%EC%9E%AC%EC%9D%B8_%EC%A0%95%EB%B6%80#%EB%82%B4%EA%B0%81_%EA%B5%AC%EC%84%B1%EC%9B%90_%EB%AA%85%EB%8B%A88
제6공화국,문재인,검찰총장,조남관,2021년 03월 04일,현재,https://ko.wikipedia.org/wiki/%EB%AC%B8%EC%9E%AC%EC%9D%B8_%EC%A0%95%EB%B6%80#%EB%82%B4%EA%B0%81_%EA%B5%AC%EC%84%B1%EC%9B%90_%EB%AA%85%EB%8B%A89
제6공화국,문재인,방송통신위원회 위원장,이효성,2017년 07월 31일,2019년 09월 08일,https://ko.wikipedia.org/wiki/%EB%AC%B8%EC%9E%AC%EC%9D%B8_%EC%A0%95%EB%B6%80#%EB%82%B4%EA%B0%81_%EA%B5%AC%EC%84%B1%EC%9B%90_%EB%AA%85%EB%8B%A90
제6공화국,문재인,방송통신위원회 위원장,한상혁,2019년 09월 09일,현재,https://ko.wikipedia.org/wiki/%EB%AC%B8%EC%9E%AC%EC%9D%B8_%EC%A0%95%EB%B6%80#%EB%82%B4%EA%B0%81_%EA%B5%AC%EC%84%B1%EC%9B%90_%EB%AA%85%EB%8B%A91
제6공화국,문재인,공정거래위원회 위원장,김상조,2017년 06월 13일,2019년 06월 21일,https://ko.wikipedia.org/wiki/%EB%AC%B8%EC%9E%AC%EC%9D%B8_%EC%A0%95%EB%B6%80#%EB%82%B4%EA%B0%81_%EA%B5%AC%EC%84%B1%EC%9B%90_%EB%AA%85%EB%8B%A92
제6공화국,문재인,공정거래위원회 위원장,지철호,2019년 06월 21일,2019년 09월 08일,https://ko.wikipedia.org/wiki/%EB%AC%B8%EC%9E%AC%EC%9D%B8_%EC%A0%95%EB%B6%80#%EB%82%B4%EA%B0%81_%EA%B5%AC%EC%84%B1%EC%9B%90_%EB%AA%85%EB%8B%A93
제6공화국,문재인,공정거래위원회 위원장,조성욱,2019년 09월 09일,현재,https://ko.wikipedia.org/wiki/%EB%AC%B8%EC%9E%AC%EC%9D%B8_%EC%A0%95%EB%B6%80#%EB%82%B4%EA%B0%81_%EA%B5%AC%EC%84%B1%EC%9B%90_%EB%AA%85%EB%8B%A94
제6공화국,문재인,금융위원회 위원장,최종구,2017년 07월 19일,2019년 09월 08일,https://ko.wikipedia.org/wiki/%EB%AC%B8%EC%9E%AC%EC%9D%B8_%EC%A0%95%EB%B6%80#%EB%82%B4%EA%B0%81_%EA%B5%AC%EC%84%B1%EC%9B%90_%EB%AA%85%EB%8B%A95
제6공화국,문재인,금융위원회 위원장,은성수,2019년 09월 09일,현재,https://ko.wikipedia.org/wiki/%EB%AC%B8%EC%9E%AC%EC%9D%B8_%EC%A0%95%EB%B6%80#%EB%82%B4%EA%B0%81_%EA%B5%AC%EC%84%B1%EC%9B%90_%EB%AA%85%EB%8B%A96
제6공화국,문재인,국민권익위원회 위원장,박은정,2017년 06월 29일,2020년 06월 28일,https://ko.wikipedia.org/wiki/%EB%AC%B8%EC%9E%AC%EC%9D%B8_%EC%A0%95%EB%B6%80#%EB%82%B4%EA%B0%81_%EA%B5%AC%EC%84%B1%EC%9B%90_%EB%AA%85%EB%8B%A97
제6공화국,문재인,국민권익위원회 위원장,전현희,2020년 06월 28일,현재,https://ko.wikipedia.org/wiki/%EB%AC%B8%EC%9E%AC%EC%9D%B8_%EC%A0%95%EB%B6%80#%EB%82%B4%EA%B0%81_%EA%B5%AC%EC%84%B1%EC%9B%90_%EB%AA%85%EB%8B%A98
제6공화국,박근혜,대통령,박근혜,2013년 02월 25일,2017년 03월 10일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%80
제6공화국,박근혜,대통령,황교안,2017년 03월 10일,2017년 05월 10일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%81
제6공화국,박근혜,국무총리,정홍원,2013년 02월 26일,2015년 02월 16일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%82
제6공화국,박근혜,국무총리,이완구,2015년 02월 17일,2015년 04월 27일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%83
제6공화국,박근혜,국무총리,최경환,2015년 04월 27일,2015년 06월 17일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%84
제6공화국,박근혜,국무총리,황교안,2015년 06월 18일,2017년 05월 11일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%85
제6공화국,박근혜,부총리 겸 기획재정부 장관,현오석,2013년 03월 23일,2014년 07월 14일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%86
제6공화국,박근혜,부총리 겸 기획재정부 장관,최경환,2014년 07월 15일,2016년 01월 12일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%87
제6공화국,박근혜,부총리 겸 기획재정부 장관,유일호,2016년 01월 13일,2017년 06월 08일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%88
제6공화국,박근혜,교육부 장관,서남수,2013년 03월 13일,2014년 07월 16일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%89
제6공화국,박근혜,부총리 겸 교육부 장관,나승일,2014년 07월 17일,2014년 08월 07일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%90
제6공화국,박근혜,부총리 겸 교육부 장관,황우여,2014년 08월 08일,2016년 01월 12일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%91
제6공화국,박근혜,부총리 겸 교육부 장관,이준식,2016년 01월 13일,2017년 07월 04일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%92
제6공화국,박근혜,외교부 장관,윤병세,2013년 03월 13일,2017년 06월 18일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%93
제6공화국,박근혜,통일부 장관,류길재,2013년 03월 11일,2015년 03월 13일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%94
제6공화국,박근혜,통일부 장관,홍용표,2015년 03월 16일,2017년 07월 02일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%95
제6공화국,박근혜,법무부 장관,황교안,2013년 03월 11일,2015년 06월 13일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%96
제6공화국,박근혜,법무부 장관,김주현,2015년 06월 13일,2015년 07월 09일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%97
제6공화국,박근혜,법무부 장관,김현웅,2015년 07월 09일,2016년 11월 29일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%98
제6공화국,박근혜,법무부 장관,이창재,2016년 11월 29일,2017년 05월 21일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%99
제6공화국,박근혜,국방부 장관,김관진,2010년 12월 04일,2014년 06월 29일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%100
제6공화국,박근혜,국방부 장관,한민구,2014년 06월 30일,2017년 07월 13일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%101
제6공화국,박근혜,안전행정부 장관,유정복,2013년 03월 13일,2014년 03월 06일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%102
제6공화국,박근혜,행정자치부 장관,박경국,2014년 03월 06일,2014년 04월 02일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%103
제6공화국,박근혜,행정자치부 장관,강병규,2014년 04월 02일,2014년 07월 15일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%104
제6공화국,박근혜,행정자치부 장관,정종섭,2014년 07월 16일,2016년 01월 12일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%105
제6공화국,박근혜,행정자치부 장관,홍윤식,2016년 01월 13일,2017년 06월 15일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%106
제6공화국,박근혜,문화체육관광부 장관,유진룡,2013년 03월 11일,2014년 07월 16일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%107
제6공화국,박근혜,문화체육관광부 장관,김종,2014년 07월 17일,2014년 07월 25일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%108
제6공화국,박근혜,문화체육관광부 장관,김희범,2014년 07월 25일,2014년 08월 20일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%109
제6공화국,박근혜,문화체육관광부 장관,김종덕,2014년 08월 21일,2016년 09월 04일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%110
제6공화국,박근혜,문화체육관광부 장관,조윤선,2016년 09월 05일,2017년 01월 21일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%111
제6공화국,박근혜,문화체육관광부 장관,송수근,2017년 01월 22일,2017년 06월 06일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%112
제6공화국,박근혜,농림축산식품부 장관,이동필,2013년 03월 11일,2016년 09월 04일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%113
제6공화국,박근혜,농림축산식품부 장관,김재수,2016년 09월 05일,2017년 07월 02일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%114
제6공화국,박근혜,산업통상자원부 장관,윤상직,2013년 03월 13일,2016년 01월 12일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%115
제6공화국,박근혜,산업통상자원부 장관,주형환,2016년 01월 13일,2017년 07월 21일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%116
제6공화국,박근혜,보건복지부 장관,진영,2013년 03월 11일,2013년 09월 30일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%117
제6공화국,박근혜,보건복지부 장관,이영찬,2013년 09월 30일,2013년 12월 02일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%118
제6공화국,박근혜,보건복지부 장관,문형표,2013년 12월 02일,2015년 08월 26일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%119
제6공화국,박근혜,보건복지부 장관,정진엽,2015년 08월 27일,2017년 07월 21일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%120
제6공화국,박근혜,환경부 장관,윤성규,2013년 03월 11일,2016년 09월 04일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%121
제6공화국,박근혜,환경부 장관,조경규,2016년 09월 05일,2017년 07월 03일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%122
제6공화국,박근혜,고용노동부 장관,방하남,2013년 03월 11일,2014년 07월 15일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%123
제6공화국,박근혜,고용노동부 장관,이기권,2014년 07월 16일,2017년 07월 25일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%124
제6공화국,박근혜,여성가족부 장관,조윤선,2013년 03월 11일,2014년 06월 13일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%125
제6공화국,박근혜,여성가족부 장관,이복실,2014년 06월 14일,2014년 07월 15일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%126
제6공화국,박근혜,여성가족부 장관,김희정,2014년 07월 16일,2016년 01월 12일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%127
제6공화국,박근혜,여성가족부 장관,강은희,2016년 01월 13일,2017년 07월 06일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%128
제6공화국,박근혜,국토교통부 장관,서승환,2013년 03월 13일,2015년 03월 13일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%129
제6공화국,박근혜,국토교통부 장관,유일호,2015년 03월 16일,2015년 11월 10일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%130
제6공화국,박근혜,국토교통부 장관,강호인,2015년 11월 11일,2017년 06월 21일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%131
제6공화국,박근혜,해양수산부 장관,윤진숙,2013년 04월 17일,2014년 02월 12일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%132
제6공화국,박근혜,해양수산부 장관,손재학,2014년 02월 12일,2014년 03월 05일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%133
제6공화국,박근혜,해양수산부 장관,이주영,2014년 03월 05일,2014년 12월 24일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%134
제6공화국,박근혜,해양수산부 장관,김영석,2014년 12월 25일,2015년 03월 15일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%135
제6공화국,박근혜,해양수산부 장관,유기준,2015년 03월 16일,2015년 11월 10일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%136
제6공화국,박근혜,해양수산부 장관,김영석,2015년 11월 11일,2017년 06월 15일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%137
제6공화국,박근혜,국민안전처 장관,박인용,2014년 11월 19일,2017년 07월 25일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%138
제6공화국,박근혜,국가정보원장,남재준,2013년 03월 22일,2014년 05월 21일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%139
제6공화국,박근혜,국가정보원장,한기범,2014년 05월 22일,2014년 07월 15일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%140
제6공화국,박근혜,국가정보원장,이병기,2014년 07월 16일,2015년 03월 01일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%141
제6공화국,박근혜,국가정보원장,한기범,2015년 03월 01일,2015년 03월 18일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%142
제6공화국,박근혜,국가정보원장,이병호,2015년 03월 18일,2017년 05월 31일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%143
제6공화국,박근혜,대통령비서실장,허태열,2013년 02월 25일,2013년 08월 04일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%144
제6공화국,박근혜,대통령비서실장,김기춘,2013년 08월 05일,2015년 02월 22일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%145
제6공화국,박근혜,대통령비서실장,이병기,2015년 03월 01일,2016년 05월 15일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%146
제6공화국,박근혜,대통령비서실장,이원종,2016년 05월 16일,2016년 10월 30일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%147
제6공화국,박근혜,대통령비서실장,한광옥,2016년 11월 03일,2017년 05월 09일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%148
제6공화국,박근혜,국가안보실장,김장수,2013년 03월 25일,2014년 05월 22일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%149
제6공화국,박근혜,국가안보실장,김규현,2014년 05월 22일,2014년 06월 01일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%150
제6공화국,박근혜,국가안보실장,김관진,2014년 06월 01일,2017년 05월 21일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%151
제6공화국,박근혜,대통령경호실장,박흥렬,2013년 02월 25일,2017년 05월 10일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%152
제6공화국,박근혜,국무조정실장,김동연,2013년 03월 25일,2014년 07월 22일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%153
제6공화국,박근혜,국무조정실장,추경호,2014년 07월 25일,2016년 01월 12일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%154
제6공화국,박근혜,국무조정실장,이석준,2016년 01월 18일,2017년 05월 10일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%155
제6공화국,박근혜,검찰총장,채동욱,2013년 04월 04일,2013년 09월 30일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%156
제6공화국,박근혜,검찰총장,길태기,2013년 09월 30일,2013년 12월 02일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%157
제6공화국,박근혜,검찰총장,김진태,2013년 12월 02일,2015년 12월 01일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%158
제6공화국,박근혜,검찰총장,김수남,2015년 12월 02일,2017년 05월 12일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%159
제6공화국,박근혜,방송통신위원회 위원장,이경재,2013년 04월 17일,2014년 03월 25일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%160
제6공화국,박근혜,방송통신위원회 위원장,최성준,2014년 04월 08일,2017년 04월 07일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%161
제6공화국,박근혜,방송통신위원회 위원장,고삼석,2017년 04월 08일,2017년 06월 08일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%162
제6공화국,박근혜,공정거래위원회 위원장,노대래,2013년 03월 25일,2014년 12월 05일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%163
제6공화국,박근혜,공정거래위원회 위원장,정재찬,2014년 12월 08일,2017년 06월 13일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%164
제6공화국,박근혜,금융위원회 위원장,신제윤,2013년 03월 22일,2015년 03월 13일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%165
제6공화국,박근혜,금융위원회 위원장,정찬우,2015년 03월 13일,2015년 03월 17일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%166
제6공화국,박근혜,금융위원회 위원장,임종룡,2015년 03월 17일,2017년 07월 18일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%167
제6공화국,박근혜,국민권익위원회 위원장,이성보,2012년 12월 11일,2015년 12월 10일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%168
제6공화국,박근혜,국민권익위원회 위원장,성영훈,2015년 12월 11일,2017년 06월 28일,https://ko.wikipedia.org/wiki/%EB%B0%95%EA%B7%BC%ED%98%9C_%EC%A0%95%EB%B6%169
제6공화국,이명박,대통령,이명박,2008년 2월,2012년 2월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=1
제6공화국,이명박,국무총리,한승수,2008년 2월,2009년 2월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=2
제6공화국,이명박,국무총리,정운찬,2009년 9월,2010년 4월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=3
제6공화국,이명박,국무총리,김황식,2010년 8월,2012년 2월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=4
제6공화국,이명박,기획재정부 장관,강만수,2008년 2월,2008년 8월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=5
제6공화국,이명박,기획재정부 장관,윤증현,2009년 2월,2011년 1월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=6
제6공화국,이명박,기획재정부 장관,박재완,2011년 6월,2012년 2월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=7
제6공화국,이명박,교육과학기술부 장관,김도연,2008년 2월,2008년 3월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=8
제6공화국,이명박,교육과학기술부 장관,안병만,2008년 8월,2010년 4월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=9
제6공화국,이명박,교육과학기술부 장관,이주호,2010년 8월,2012년 2월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=10
제6공화국,이명박,외교통상부 장관,유명환,2008년 2월,2010년 4월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=11
제6공화국,이명박,외교통상부 장관,김성환,2010년 8월,2012년 2월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=12
제6공화국,이명박,통일부 장관,김하중,2008년 2월,2008년 8월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=13
제6공화국,이명박,통일부 장관,현인택,2009년 2월,2011년 6월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=14
제6공화국,이명박,통일부 장관,류우익,2011년 8월,2012년 2월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=15
제6공화국,이명박,법무부 장관,김경한,2008년 2월,2009년 2월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=16
제6공화국,이명박,법무부 장관,이귀남,2009년 9월,2011년 6월,https://ko.wikipedia.org/w/index.php?title=%EC%9D%B4%EB%AA%85%EB%B0%95_%EC%A0%95%EB%B6%80%EC%9D%98_%EA%B5%AD%EB%AC%B4%EC%9C%84%EC%9B%90&action=edit&section=17
